data;ID_motorista;mapa;caixas
2025-07-25;153;285185;2
2025-07-25;80;285218;1
2025-07-24;47;285138;6
2025-07-24;960;285139;1
2025-07-25;559;285223;8
2025-07-25;689;285187;11
2025-07-24;50;285142;4
2025-07-25;113;285219;5
2025-07-25;208;285186;35
2025-07-24;42;285162;3
2025-07-25;231;285205;56
2025-07-25;192;285203;14
2025-07-25;80;285218;2
2025-07-24;732;285135;6
2025-07-24;960;285139;2
2025-07-25;200;285189;14
2025-07-25;544;285213;19
2025-07-24;165;285134;8
2025-07-25;236;285215;57
2025-07-25;162;285202;5
2025-07-25;166;285204;73
2025-07-24;218;285140;5
2025-07-25;166;285204;7
2025-07-25;689;285187;3
2025-07-25;179;285194;17
2025-07-24;960;285139;49
2025-07-24;47;285138;12
2025-07-25;689;285187;6
2025-07-25;166;285204;23
2025-07-24;218;285140;4
2025-07-24;218;285140;7
2025-07-24;50;285142;2
2025-07-24;165;285134;7
2025-07-24;51;285137;4
2025-07-24;51;285137;28
2025-07-25;161;285196;196
2025-07-24;897;285132;1
2025-07-24;897;285132;19
2025-07-25;113;285219;5
2025-07-24;897;285132;6
2025-07-25;229;285222;11
2025-07-25;229;285222;9
2025-07-25;221;285210;15
2025-07-24;50;285142;3
2025-07-25;231;285205;19
2025-07-24;51;285137;8
2025-07-25;234;285201;51
2025-07-25;229;285222;10
2025-07-25;151;285212;102
2025-07-23;233;285080;33
2025-07-25;10;285197;79
2025-07-25;200;285189;10
2025-07-24;51;285137;3
2025-07-24;580;285144;77
2025-07-24;218;285140;1
2025-07-25;221;285210;28
2025-07-24;50;285142;1
2025-07-25;151;285212;3
2025-07-25;1;285183;90
2025-07-25;153;285185;40
2025-07-24;42;285162;12
2025-07-24;897;285132;18
2025-07-24;51;285137;3
2025-07-25;151;285212;4
2025-07-24;51;285137;1
2025-07-25;559;285223;20
2025-07-24;218;285140;3
2025-07-25;113;285219;4
2025-07-25;341;285217;5
2025-07-25;232;285214;38
2025-07-25;341;285217;9
2025-07-25;689;285187;33
2025-07-25;544;285213;25
2025-07-24;50;285142;6
2025-07-24;96;285136;42
2025-07-25;229;285222;14
2025-07-24;96;285136;3
2025-07-23;30;285081;4
2025-07-25;76;285182;162
2025-07-25;200;285189;17
2025-07-24;47;285138;14
2025-07-24;165;285134;33
2025-07-25;192;285203;66
2025-07-22;128;285010;13
2025-07-25;166;285204;8
2025-07-25;559;285223;6
2025-07-24;732;285135;12
2025-07-25;162;285202;7
2025-07-25;179;285194;49
2025-07-25;604;285220;37
2025-07-24;960;285139;3
2025-07-25;559;285223;10
2025-07-25;166;285204;13
2025-07-25;1;285183;4
2025-07-25;113;285219;13
2025-07-25;231;285193;8
2025-07-25;229;285222;5
2025-07-22;128;285010;10
2025-07-25;234;285201;44
2025-07-25;689;285187;19
2025-07-25;231;285205;39
2025-07-25;221;285210;8
2025-07-22;246;285019;96
2025-07-24;218;285140;6
2025-07-23;233;285080;17
2025-07-25;151;285212;11
2025-07-24;47;285138;3
2025-07-25;689;285187;21
2025-07-24;51;285137;1
2025-07-25;76;285182;17
2025-07-25;1;285183;14
2025-07-25;341;285217;9
2025-07-25;229;285222;9
2025-07-25;544;285213;6
2025-07-25;544;285213;22
2025-07-25;208;285186;36
2025-07-25;192;285203;17
2025-07-25;162;285202;6
2025-07-25;151;285212;4
2025-07-25;162;285202;8
2025-07-25;232;285214;16
2025-07-25;231;285193;10
2025-07-25;113;285219;3
2025-07-25;234;285201;23
2025-07-24;50;285142;3
2025-07-25;689;285187;51
2025-07-25;166;285204;28
2025-07-25;559;285223;4
2025-07-25;236;285215;22
2025-07-24;218;285140;3
2025-07-25;200;285189;11
2025-07-25;113;285219;8
2025-07-25;231;285193;7
2025-07-24;50;285142;5
2025-07-25;151;285212;8
2025-07-25;98;285211;16
2025-07-25;1;285183;20
2025-07-25;232;285214;15
2025-07-25;200;285189;4
2025-07-25;544;285213;24
2025-07-25;236;285215;14
2025-07-25;166;285204;2
2025-07-25;192;285203;30
2025-07-24;218;285140;3
2025-07-23;30;285081;7
2025-07-25;229;285222;11
2025-07-25;208;285186;11
2025-07-25;221;285210;43
2025-07-24;50;285142;8
2025-07-25;113;285219;9
2025-07-25;559;285223;4
2025-07-24;165;285134;6
2025-07-24;165;285134;38
2025-07-25;113;285219;1
2025-07-25;559;285223;11
2025-07-23;233;285080;31
2025-07-23;30;285081;20
2025-07-24;218;285140;14
2025-07-25;161;285196;37
2025-07-25;234;285201;5
2025-07-25;162;285202;13
2025-07-25;166;285204;1
2025-07-25;231;285205;51
2025-07-25;229;285222;4
2025-07-25;236;285215;1
2025-07-24;50;285142;13
2025-07-25;341;285217;26
2025-07-25;113;285219;18
2025-07-24;47;285138;
2025-07-25;192;285203;5
2025-07-25;192;285203;7
2025-07-25;166;285204;34
2025-07-25;80;285218;3
2025-07-25;234;285201;6
2025-07-25;229;285222;4
2025-07-23;233;285080;6
2025-07-25;232;285214;24
2025-07-25;98;285211;8
2025-07-25;231;285205;8
2025-07-22;718;285016;39
2025-07-25;559;285223;5
2025-07-25;80;285218;3
2025-07-25;146;285209;150
2025-07-25;229;285222;8
2025-07-25;192;285203;15
2025-07-25;80;285218;1
2025-07-25;234;285201;6
2025-07-25;1;285183;37
2025-07-25;113;285219;5
2025-07-23;233;285080;18
2025-07-25;229;285222;4
2025-07-24;218;285140;3
2025-07-25;231;285205;7
2025-07-24;51;285137;3
2025-07-24;50;285142;1
2025-07-25;232;285214;19
2025-07-24;51;285137;7
2025-07-25;80;285218;11
2025-07-23;233;285080;5
2025-07-24;51;285137;3
2025-07-24;50;285142;10
2025-07-25;559;285223;5
2025-07-25;559;285223;5
2025-07-25;162;285202;5
2025-07-25;231;285205;2
2025-07-24;218;285140;15
2025-07-25;1;285183;15
2025-07-25;116;285184;265
2025-07-25;113;285219;4
2025-07-25;234;285201;5
2025-07-25;229;285222;6
2025-07-25;231;285205;1
2025-07-25;341;285217;20
2025-07-25;161;285196;64
2025-07-24;51;285137;6
2025-07-25;151;285212;24
2025-07-25;166;285204;5
2025-07-25;231;285205;1
2025-07-25;166;285204;10
2025-07-25;192;285203;21
2025-07-25;80;285218;8
2025-07-25;162;285202;5
2025-07-25;559;285223;5
2025-07-25;231;285193;119
2025-07-25;553;285221;12
2025-07-25;236;285215;16
2025-07-25;76;285182;13
2025-07-25;231;285205;2
2025-07-24;51;285137;3
2025-07-25;234;285201;16
2025-07-25;232;285214;23
2025-07-25;221;285210;39
2025-07-24;51;285137;2
2025-07-25;559;285223;1
2025-07-25;559;285223;5
2025-07-25;153;285185;76
2025-07-25;179;285195;67
2025-07-25;229;285222;12
2025-07-24;580;285144;3
2025-07-25;10;285197;45
2025-07-25;544;285213;14
2025-07-25;10;285197;87
2025-07-25;179;285195;29
2025-07-25;604;285220;94
2025-07-24;51;285137;2
2025-07-25;341;285217;12
2025-07-25;113;285219;4
2025-07-24;218;285140;25
2025-07-25;229;285222;5
2025-07-25;192;285203;34
2025-07-25;166;285204;18
2025-07-25;80;285218;3
2025-07-25;200;285189;10
2025-07-24;51;285137;1
2025-07-25;215;285191;2
2025-07-22;246;285019;140
2025-07-25;559;285223;5
2025-07-25;151;285212;7
2025-07-25;162;285202;17
2025-07-25;192;285203;4
2025-07-25;113;285219;6
2025-07-25;238;285200;44
2025-07-24;51;285137;4
2025-07-25;221;285210;20
2025-07-25;689;285187;10
2025-07-24;580;285144;29
2025-07-23;233;285080;47
2025-07-25;236;285215;5
2025-07-25;236;285215;6
2025-07-25;231;285193;4
2025-07-25;200;285189;4
2025-07-25;231;285205;10
2025-07-25;341;285217;2
2025-07-25;559;285223;2
2025-07-25;689;285187;1
2025-07-25;689;285187;44
2025-07-24;51;285137;3
2025-07-25;559;285223;14
2025-07-25;229;285222;10
2025-07-25;221;285210;35
2025-07-24;51;285137;2
2025-07-25;161;285196;49
2025-07-25;553;285221;42
2025-07-25;689;285187;7
2025-07-25;231;285205;3
2025-07-25;341;285217;12
2025-07-25;215;285191;3
2025-07-25;113;285219;2
2025-07-25;80;285218;24
2025-07-25;234;285201;18
2025-07-25;146;285209;128
2025-07-25;232;285214;22
2025-07-25;231;285193;7
2025-07-25;76;285182;41
2025-07-25;200;285189;11
2025-07-25;192;285203;2
2025-07-24;51;285137;7
2025-07-25;544;285213;30
2025-07-25;113;285219;3
2025-07-25;22;285208;8
2025-07-25;162;285202;13
2025-07-24;580;285144;7
2025-07-25;179;285195;22
2025-07-25;234;285201;7
2025-07-24;51;285137;5
2025-07-25;192;285203;6
2025-07-25;215;285191;2
2025-07-25;151;285212;18
2025-07-25;341;285217;10
2025-07-25;604;285220;6
2025-07-25;604;285220;10
2025-07-25;208;285186;14
2025-07-25;544;285213;12
2025-07-24;218;285140;4
2025-07-23;233;285080;13
2025-07-25;98;285211;22
2025-07-25;231;285205;10
2025-07-24;51;285137;3
2025-07-25;113;285219;3
2025-07-25;192;285203;2
2025-07-25;689;285187;25
2025-07-25;215;285191;1
2025-07-22;128;285010;24
2025-07-24;580;285144;4
2025-07-25;113;285219;18
2025-07-25;151;285212;8
2025-07-25;234;285201;19
2025-07-25;604;285220;2
2025-07-25;16;285207;39
2025-07-25;192;285203;2
2025-07-25;215;285191;1
2025-07-24;51;285137;6
2025-07-24;580;285144;6
2025-07-25;80;285218;4
2025-07-25;689;285187;2
2025-07-24;96;285136;8
2025-07-25;341;285217;7
2025-07-24;96;285136;17
2025-07-25;238;285200;27
2025-07-25;166;285204;1
2025-07-25;208;285186;4
2025-07-25;80;285218;5
2025-07-25;544;285213;6
2025-07-25;229;285222;14
2025-07-24;580;285144;6
2025-07-25;27;285188;36
2025-07-25;16;285207;9
2025-07-25;166;285204;2
2025-07-25;116;285184;30
2025-07-25;341;285217;3
2025-07-25;236;285215;3
2025-07-25;604;285220;1
2025-07-25;236;285215;11
2025-07-25;76;285182;16
2025-07-25;236;285215;1
2025-07-25;200;285189;17
2025-07-25;200;285189;11
2025-07-24;580;285144;7
2025-07-25;153;285185;13
2025-07-24;580;285144;9
2025-07-24;580;285144;4
2025-07-25;22;285208;16
2025-07-25;80;285218;2
2025-07-25;166;285204;2
2025-07-25;166;285204;3
2025-07-25;166;285204;1
2025-07-25;544;285213;11
2025-07-24;218;285140;8
2025-07-25;16;285207;3
2025-07-25;166;285204;3
2025-07-25;208;285186;5
2025-07-24;218;285140;5
2025-07-25;341;285217;4
2025-07-24;580;285144;4
2025-07-25;200;285189;11
2025-07-25;208;285186;1
2025-07-25;238;285200;26
2025-07-24;51;285137;7
2025-07-25;76;285182;1
2025-07-25;76;285182;6
2025-07-25;166;285204;3
2025-07-23;233;285080;28
2025-07-25;153;285185;33
2025-07-24;580;285144;4
2025-07-24;218;285140;3
2025-07-25;27;285188;10
2025-07-25;234;285201;8
2025-07-25;604;285220;3
2025-07-25;113;285219;19
2025-07-24;732;285135;29
2025-07-22;128;285010;14
2025-07-24;580;285144;2
2025-07-25;166;285204;5
2025-07-25;544;285213;9
2025-07-23;233;285080;7
2025-07-25;236;285215;2
2025-07-25;236;285215;6
2025-07-25;42;285216;11
2025-07-25;215;285191;2
2025-07-24;96;285136;3
2025-07-25;208;285186;3
2025-07-25;553;285221;34
2025-07-25;1;285183;51
2025-07-25;80;285218;19
2025-07-25;116;285184;15
2025-07-25;341;285217;8
2025-07-24;218;285140;12
2025-07-25;559;285223;16
2025-07-24;218;285140;8
2025-07-25;559;285223;5
2025-07-25;113;285219;1
2025-07-25;221;285210;50
2025-07-24;51;285137;11
2025-07-23;233;285080;6
2025-07-25;80;285218;2
2025-07-25;231;285205;45
2025-07-25;162;285202;32
2025-07-25;236;285215;12
2025-07-22;128;285010;10
2025-07-24;580;285144;18
2025-07-25;604;285220;3
2025-07-25;76;285182;1
2025-07-25;76;285182;35
2025-07-24;897;285132;136
2025-07-25;208;285186;10
2025-07-25;341;285217;7
2025-07-25;341;285217;3
2025-07-25;221;285210;67
2025-07-25;113;285219;6
2025-07-25;166;285204;21
2025-07-25;116;285184;11
2025-07-25;215;285191;6
2025-07-25;544;285213;5
2025-07-24;96;285136;6
2025-07-23;233;285080;5
2025-07-25;200;285189;65
2025-07-25;341;285217;5
2025-07-25;162;285202;6
2025-07-25;27;285188;36
2025-07-25;42;285216;11
2025-07-25;116;285184;1
2025-07-25;76;285182;5
2025-07-24;580;285144;13
2025-07-25;116;285184;1
2025-07-25;22;285208;10
2025-07-25;166;285204;3
2025-07-25;42;285216;2
2025-07-22;128;285010;6
2025-07-25;689;285187;4
2025-07-25;341;285217;4
2025-07-25;10;285198;28
2025-07-25;116;285184;2
2025-07-25;604;285220;3
2025-07-24;580;285144;1
2025-07-25;16;285207;51
2025-07-25;544;285213;4
2025-07-25;689;285187;2
2025-07-25;1;285183;5
2025-07-25;208;285186;6
2025-07-25;76;285182;8
2025-07-25;1;285183;4
2025-07-25;116;285184;1
2025-07-25;238;285200;25
2025-07-25;248;285206;274
2025-07-24;96;285136;8
2025-07-25;553;285221;15
2025-07-24;732;285135;32
2025-07-25;215;285191;4
2025-07-25;113;285219;5
2025-07-25;22;285208;35
2025-07-22;128;285010;1
2025-07-25;22;285208;12
2025-07-25;341;285217;4
2025-07-25;248;285206;8
2025-07-25;689;285187;9
2025-07-25;27;285188;10
2025-07-25;215;285191;3
2025-07-25;153;285185;12
2025-07-22;128;285010;2
2025-07-25;16;285207;10
2025-07-25;116;285184;4
2025-07-25;116;285184;3
2025-07-25;1;285183;22
2025-07-25;42;285216;17
2025-07-23;233;285080;19
2025-07-25;116;285184;2
2025-07-25;162;285202;20
2025-07-24;51;285137;7
2025-07-25;604;285220;7
2025-07-25;236;285215;20
2025-07-25;236;285215;10
2025-07-25;341;285217;9
2025-07-25;42;285216;4
2025-07-25;215;285191;4
2025-07-25;27;285188;5
2025-07-25;1;285183;10
2025-07-25;236;285215;7
2025-07-25;116;285184;2
2025-07-25;116;285184;4
2025-07-25;42;285216;4
2025-07-25;248;285206;18
2025-07-25;553;285221;8
2025-07-22;128;285010;7
2025-07-24;96;285136;7
2025-07-25;341;285217;5
2025-07-25;116;285184;3
2025-07-25;76;285182;5
2025-07-25;689;285187;29
2025-07-25;215;285191;2
2025-07-25;162;285202;11
2025-07-25;1;285183;8
2025-07-25;248;285206;4
2025-07-25;153;285185;49
2025-07-25;116;285184;4
2025-07-25;553;285221;13
2025-07-25;1;285183;1
2025-07-25;221;285210;1
2025-07-24;96;285136;
2025-07-25;221;285210;6
2025-07-25;221;285210;5
2025-07-25;27;285188;4
2025-07-25;231;285205;72
2025-07-25;208;285186;13
2025-07-25;116;285184;2
2025-07-25;236;285215;15
2025-07-25;221;285210;3
2025-07-25;215;285191;2
2025-07-25;146;285209;12
2025-07-25;42;285216;13
2025-07-25;231;285205;2
2025-07-25;341;285217;8
2025-07-25;604;285220;19
2025-07-25;221;285210;2
2025-07-25;604;285220;4
2025-07-25;248;285206;8
2025-07-25;116;285184;6
2025-07-25;16;285207;29
2025-07-25;1;285183;12
2025-07-25;42;285216;5
2025-07-25;553;285221;1
2025-07-25;27;285188;3
2025-07-25;689;285187;7
2025-07-25;27;285188;9
2025-07-25;10;285198;31
2025-07-25;116;285184;2
2025-07-23;233;285080;6
2025-07-25;16;285207;1
2025-07-25;341;285217;2
2025-07-25;116;285184;4
2025-07-25;689;285187;3
2025-07-25;604;285220;6
2025-07-25;248;285206;18
2025-07-25;215;285191;2
2025-07-25;16;285207;1
2025-07-25;553;285221;1
2025-07-25;42;285216;3
2025-07-25;689;285187;9
2025-07-25;208;285186;11
2025-07-25;215;285191;3
2025-07-25;231;285205;4
2025-07-25;248;285206;5
2025-07-25;553;285221;4
2025-07-25;116;285184;3
2025-07-25;341;285217;5
2025-07-25;27;285188;9
2025-07-25;16;285207;9
2025-07-25;221;285210;10
2025-07-25;604;285220;2
2025-07-25;236;285215;30
2025-07-25;42;285216;3
2025-07-22;128;285010;9
2025-07-25;215;285191;3
2025-07-25;208;285186;5
2025-07-25;116;285184;1
2025-07-25;248;285206;7
2025-07-25;16;285207;3
2025-07-25;231;285205;4
2025-07-25;553;285221;2
2025-07-25;553;285221;4
2025-07-25;215;285191;2
2025-07-25;116;285184;1
2025-07-25;553;285221;8
2025-07-25;27;285188;4
2025-07-25;221;285210;2
2025-07-25;236;285215;19
2025-07-25;1;285183;28
2025-07-25;1;285183;3
2025-07-25;27;285188;3
2025-07-25;98;285211;86
2025-07-25;16;285207;9
2025-07-25;221;285210;12
2025-07-25;553;285221;4
2025-07-25;236;285215;2
2025-07-25;10;285198;31
2025-07-25;208;285186;1
2025-07-25;27;285188;4
2025-07-25;553;285221;2
2025-07-25;553;285221;6
2025-07-25;604;285220;5
2025-07-25;16;285207;8
2025-07-25;27;285188;8
2025-07-25;208;285186;14
2025-07-25;22;285208;115
2025-07-25;553;285221;3
2025-07-25;604;285220;7
2025-07-25;208;285186;2
2025-07-25;16;285207;8
2025-07-25;27;285188;8
2025-07-25;553;285221;9
2025-07-25;10;285198;34
2025-07-25;604;285220;3
2025-07-25;553;285221;4
2025-07-25;16;285207;16
2025-07-25;27;285188;3
2025-07-25;553;285221;4
2025-07-25;553;285221;4
2025-07-25;22;285208;57
2025-07-25;27;285188;5
2025-07-25;553;285221;14
2025-07-25;27;285188;6
2025-07-25;27;285188;5
2025-07-25;27;285188;10
2025-07-25;22;285208;13
2025-07-25;27;285188;6
2025-07-25;22;285208;24
2025-07-25;22;285208;1
2025-07-25;248;285206;11
2025-07-25;221;285210;2
2025-07-25;76;285182;3
2025-07-25;76;285182;2
2025-07-25;76;285182;2
2025-07-25;221;285210;2
2025-07-25;248;285206;25
2025-07-25;76;285182;2
2025-07-25;221;285210;5
2025-07-25;76;285182;2
2025-07-25;221;285210;12
2025-07-25;718;285190;6
2025-07-25;98;285211;5
2025-07-24;580;285144;16
2025-07-24;580;285144;2
2025-07-24;580;285144;3
2025-07-24;580;285144;11
2025-07-24;580;285144;3
2025-07-25;76;285182;2
2025-07-24;580;285144;3
2025-07-24;580;285144;47
2025-07-26;997;285242;3
2025-07-26;162;285240;7
2025-07-25;22;285208;31
2025-07-25;718;285190;11
2025-07-25;76;285182;3
2025-07-25;553;285221;8
2025-07-26;238;285243;20
2025-07-26;151;285241;7
2025-07-25;248;285206;38
2025-07-25;221;285210;2
2025-07-24;732;285135;59
2025-07-24;732;285135;3
2025-07-24;732;285135;50
2025-07-25;22;285208;1
2025-07-25;76;285182;1
2025-07-25;22;285208;1
2025-07-25;248;285206;3
2025-07-25;42;285216;8
2025-07-26;997;285242;29
2025-07-25;22;285208;3
2025-07-26;151;285241;8
2025-07-26;234;285244;2
2025-07-26;86;285235;2
2025-07-25;16;285207;109
2025-07-25;98;285211;14
2025-07-25;553;285221;3
2025-07-25;76;285182;4
2025-07-25;248;285206;5
2025-07-26;997;285242;3
2025-07-25;215;285191;2
2025-07-26;151;285241;4
2025-07-25;1;285183;88
2025-07-26;162;285240;3
2025-07-25;248;285206;2
2025-07-25;153;285185;9
2025-07-26;234;285244;9
2025-07-25;76;285182;3
2025-07-26;544;285239;131
2025-07-25;42;285216;5
2025-07-26;179;285238;19
2025-07-24;732;285135;3
2025-07-26;151;285241;3
2025-07-26;86;285235;12
2025-07-26;162;285240;5
2025-07-25;76;285182;3
2025-07-25;98;285211;8
2025-07-25;42;285216;3
2025-07-25;248;285206;12
2025-07-26;151;285241;2
2025-07-26;128;285236;11
2025-07-26;162;285240;2
2025-07-25;76;285182;2
2025-07-25;215;285191;9
2025-07-25;718;285190;28
2025-07-25;248;285206;1
2025-07-26;544;285239;3
2025-07-25;98;285211;4
2025-07-26;997;285242;13
2025-07-26;234;285244;9
2025-07-26;128;285236;13
2025-07-25;153;285185;6
2025-07-26;544;285239;4
2025-07-26;151;285241;7
2025-07-26;997;285242;7
2025-07-24;580;285144;3
2025-07-25;42;285216;4
2025-07-26;997;285242;1
2025-07-25;215;285191;3
2025-07-26;179;285238;10
2025-07-24;732;285135;35
2025-07-25;1;285183;5
2025-07-26;165;285237;24
2025-07-26;165;285237;15
2025-07-26;238;285243;74
2025-07-25;76;285182;4
2025-07-26;234;285244;7
2025-07-26;544;285239;13
2025-07-26;997;285242;6
2025-07-25;153;285185;21
2025-07-26;162;285240;18
2025-07-25;22;285208;75
2025-07-25;98;285211;8
2025-07-26;86;285235;35
2025-07-25;248;285206;9
2025-07-26;165;285237;4
2025-07-26;997;285242;1
2025-07-26;544;285239;1
2025-07-25;1;285183;5
2025-07-25;248;285206;2
2025-07-25;42;285216;8
2025-07-26;997;285242;9
2025-07-26;238;285243;6
2025-07-25;16;285207;19
2025-07-26;151;285241;39
2025-07-25;16;285207;4
2025-07-25;76;285182;13
2025-07-26;234;285244;13
2025-07-25;1;285183;1
2025-07-26;162;285240;7
2025-07-25;153;285185;1
2025-07-26;151;285241;2
2025-07-26;162;285240;4
2025-07-25;76;285182;8
2025-07-25;248;285206;4
2025-07-26;997;285242;2
2025-07-25;42;285216;7
2025-07-26;238;285243;10
2025-07-25;76;285182;3
2025-07-26;234;285244;5
2025-07-26;997;285242;18
2025-07-25;718;285190;13
2025-07-25;248;285206;2
2025-07-26;162;285240;3
2025-07-26;151;285241;5
2025-07-26;544;285239;35
2025-07-26;238;285243;28
2025-07-26;179;285238;32
2025-07-25;1;285183;3
2025-07-25;76;285182;15
2025-07-26;86;285235;7
2025-07-26;165;285237;24
2025-07-26;234;285244;5
2025-07-25;16;285207;16
2025-07-26;86;285235;10
2025-07-25;248;285206;5
2025-07-25;42;285216;7
2025-07-26;544;285239;8
2025-07-25;98;285211;7
2025-07-25;153;285185;2
2025-07-26;128;285236;7
2025-07-25;215;285191;3
2025-07-26;179;285238;3
2025-07-26;997;285242;3
2025-07-26;162;285240;17
2025-07-26;234;285244;6
2025-07-25;718;285190;5
2025-07-25;215;285191;1
2025-07-26;997;285242;6
2025-07-25;248;285206;6
2025-07-26;151;285241;15
2025-07-26;238;285243;4
2025-07-25;718;285190;7
2025-07-26;165;285237;5
2025-07-25;215;285191;1
2025-07-26;179;285238;3
2025-07-25;42;285216;10
2025-07-26;151;285241;3
2025-07-26;165;285237;1
2025-07-25;215;285191;2
2025-07-26;86;285235;38
2025-07-26;544;285239;20
2025-07-26;997;285242;4
2025-07-26;238;285243;3
2025-07-26;234;285244;13
2025-07-25;215;285191;2
2025-07-26;128;285236;13
2025-07-26;151;285241;12
2025-07-26;997;285242;7
2025-07-25;16;285207;1
2025-07-26;86;285235;4
2025-07-26;86;285235;7
2025-07-25;718;285190;5
2025-07-26;234;285244;6
2025-07-25;215;285191;2
2025-07-26;234;285244;1
2025-07-26;179;285238;19
2025-07-26;151;285241;13
2025-07-25;42;285216;8
2025-07-25;98;285211;11
2025-07-26;162;285240;28
2025-07-26;544;285239;4
2025-07-26;234;285244;2
2025-07-26;165;285237;30
2025-07-26;179;285238;3
2025-07-26;234;285244;5
2025-07-26;238;285243;24
2025-07-26;179;285238;10
2025-07-24;580;285144;2
2025-07-26;162;285240;36
2025-07-24;580;285144;3
2025-07-26;86;285235;24
2025-07-24;580;285144;11
2025-07-25;42;285216;17
2025-07-26;165;285237;5
2025-07-26;179;285238;8
2025-07-25;98;285211;13
2025-07-26;86;285235;14
2025-07-26;86;285235;7
2025-07-26;179;285238;4
2025-07-26;86;285235;3
2025-07-26;234;285244;35
2025-07-25;42;285216;9
2025-07-26;179;285238;1
2025-07-26;86;285235;2
2025-07-26;86;285235;6
2025-07-25;42;285216;2
2025-07-26;86;285235;4
2025-07-26;234;285244;3
2025-07-25;42;285216;9
2025-07-26;234;285244;1
2025-07-25;42;285216;4
2025-07-26;86;285235;19
2025-07-25;42;285216;15
2025-07-25;42;285216;14
2025-07-26;86;285235;5
2025-07-26;86;285235;10
2025-07-26;86;285235;17
2025-07-25;42;285216;1
2025-07-25;718;285190;3
2025-07-26;165;285237;6
2025-07-26;165;285237;7
2025-07-26;165;285237;17
2025-07-28;151;285281;7
2025-07-25;718;285190;6
2025-07-26;165;285237;2
2025-07-28;151;285281;10
2025-07-28;22;285267;4
2025-07-28;234;285280;8
2025-07-26;165;285237;1
2025-07-28;166;285270;202
2025-07-28;161;285272;126
2025-07-28;200;285271;3
2025-07-28;151;285281;3
2025-07-28;151;285281;1
2025-07-28;151;285281;1
2025-07-26;165;285237;11
2025-07-28;234;285280;34
2025-07-28;200;285271;3
2025-07-28;151;285281;1
2025-07-26;165;285237;1
2025-07-28;162;285273;8
2025-07-25;718;285190;13
2025-07-28;161;285272;5
2025-07-25;718;285190;1
2025-07-28;179;285279;5
2025-07-28;200;285271;11
2025-07-26;165;285237;9
2025-07-28;151;285281;9
2025-07-25;718;285190;5
2025-07-28;200;285271;7
2025-07-28;151;285281;1
2025-07-28;232;285275;2
2025-07-28;234;285280;8
2025-07-28;151;285281;2
2025-07-28;162;285273;8
2025-07-28;10;285274;5
2025-07-28;162;285273;8
2025-07-28;98;285276;36
2025-07-26;165;285237;29
2025-07-28;162;285273;2
2025-07-28;162;285273;1
2025-07-28;22;285267;30
2025-07-26;128;285236;6
2025-07-25;718;285190;1
2025-07-28;151;285281;2
2025-07-28;231;285269;30
2025-07-28;162;285273;6
2025-07-28;161;285272;59
2025-07-28;234;285280;1
2025-07-28;232;285275;11
2025-07-28;232;285275;2
2025-07-28;151;285281;5
2025-07-28;234;285280;2
2025-07-28;98;285276;7
2025-07-28;162;285273;3
2025-07-28;200;285271;22
2025-07-28;22;285267;4
2025-07-25;718;285190;5
2025-07-28;234;285280;1
2025-07-28;234;285280;3
2025-07-28;231;285269;22
2025-07-26;165;285237;4
2025-07-28;27;285277;35
2025-07-28;151;285281;2
2025-07-28;10;285274;4
2025-07-28;10;285274;12
2025-07-28;179;285279;40
2025-07-28;98;285276;4
2025-07-28;200;285271;8
2025-07-28;22;285267;17
2025-07-28;234;285280;2
2025-07-28;22;285267;8
2025-07-28;231;285269;5
2025-07-28;162;285273;12
2025-07-25;718;285190;7
2025-07-28;234;285280;1
2025-07-28;544;285268;47
2025-07-28;151;285281;13
2025-07-28;161;285272;45
2025-07-28;231;285269;8
2025-07-28;231;285269;5
2025-07-28;162;285273;7
2025-07-28;234;285280;2
2025-07-28;10;285274;4
2025-07-28;544;285268;12
2025-07-28;234;285280;1
2025-07-28;162;285273;4
2025-07-28;161;285272;8
2025-07-28;151;285281;5
2025-07-28;231;285269;13
2025-07-25;718;285190;4
2025-07-28;234;285280;8
2025-07-28;200;285271;2
2025-07-26;165;285237;21
2025-07-28;166;285270;44
2025-07-28;162;285273;1
2025-07-28;98;285276;5
2025-07-28;10;285274;12
2025-07-26;165;285237;1
2025-07-28;162;285273;2
2025-07-28;200;285271;2
2025-07-28;232;285275;37
2025-07-28;98;285276;5
2025-07-28;161;285272;6
2025-07-28;231;285269;7
2025-07-28;200;285271;5
2025-07-26;165;285237;6
2025-07-28;234;285280;13
2025-07-28;232;285275;6
2025-07-28;98;285276;1
2025-07-25;718;285190;11
2025-07-28;151;285281;12
2025-07-28;234;285280;3
2025-07-28;27;285277;20
2025-07-28;232;285275;5
2025-07-26;165;285237;3
2025-07-28;162;285273;2
2025-07-26;165;285237;5
2025-07-28;544;285268;24
2025-07-28;162;285273;13
2025-07-28;232;285275;7
2025-07-28;10;285274;3
2025-07-28;234;285280;8
2025-07-28;10;285274;8
2025-07-28;27;285277;1
2025-07-28;544;285268;3
2025-07-28;200;285271;15
2025-07-28;231;285269;6
2025-07-28;234;285280;2
2025-07-28;98;285276;1
2025-07-28;162;285273;2
2025-07-26;165;285237;6
2025-07-28;10;285274;4
2025-07-28;151;285281;6
2025-07-28;231;285269;2
2025-07-28;10;285274;2
2025-07-28;27;285277;5
2025-07-28;98;285276;2
2025-07-28;10;285274;4
2025-07-28;234;285280;1
2025-07-26;165;285237;22
